Datetime,AEP,DAYTON,DOM,DUQ,PJME,PJMW,PJM_HOURLY_EST
2013-08-04T21:00:00Z,14715,1896,12137,1645,33241,5241,14715
2013-08-04T22:00:00Z,14637,1921,11641,1671,32511,5226,14637
2013-08-04T23:00:00Z,13863,1815,10590,1606,30157,4868,13863
2013-08-05T00:00:00Z,12883,1689,9498,1504,27693,4456,12883
2013-08-05T01:00:00Z,12243,1585,8635,1412,25452,4199,12243
2013-08-05T02:00:00Z,11582,1514,8108,1359,24077,3996,11582
2013-08-05T03:00:00Z,11355,1461,7789,1331,23226,3828,11355
2013-08-05T04:00:00Z,11286,1441,7656,1317,22866,3786,11286
2013-08-05T05:00:00Z,11439,1464,7779,1331,23166,3861,11439
2013-08-05T06:00:00Z,11939,1561,8227,1383,24437,4065,11939
2013-08-05T07:00:00Z,12862,1705,8774,1482,26197,4352,12862
2013-08-05T08:00:00Z,13574,1812,9473,1558,28501,4688,13574
2013-08-05T09:00:00Z,14308,1934,10170,1652,30472,4960,14308
2013-08-05T10:00:00Z,15002,2044,10917,1729,31977,5204,15002
2013-08-05T11:00:00Z,15668,2137,11612,1780,33326,5456,15668
2013-08-05T12:00:00Z,16172,2220,12236,1875,34346,5644,16172
2013-08-05T13:00:00Z,16658,2293,12663,1894,35026,5733,16658
2013-08-05T14:00:00Z,17126,2335,13023,1913,35930,5892,17126
2013-08-05T15:00:00Z,17239,2349,13325,1932,36536,5951,17239
2013-08-05T16:00:00Z,17301,2364,13601,1974,37224,6067,17301
2013-08-05T17:00:00Z,17361,2356,13816,1934,37859,6131,17361
2013-08-05T18:00:00Z,17097,2328,13864,1882,37968,6093,17097
2013-08-05T19:00:00Z,16802,2283,13430,1844,36720,5965,16802
2013-08-05T20:00:00Z,16338,2227,12863,1816,35355,5860,16338
2013-08-05T21:00:00Z,16298,2226,12662,1823,35432,5836,16298
2013-08-05T22:00:00Z,16159,2222,12046,1809,34227,5742,16159
2013-08-05T23:00:00Z,15160,2074,10985,1694,31494,5288,15160
2013-08-06T00:00:00Z,13991,1898,9938,1573,28719,4756,13991
2013-08-06T01:00:00Z,13067,1755,9112,1454,26384,4393,13067
2013-08-06T02:00:00Z,12438,1636,8555,1387,24967,4226,12438
2013-08-06T03:00:00Z,12127,1571,8285,1356,24049,4099,12127
2013-08-06T04:00:00Z,11901,1526,8091,1324,23652,4049,11901
2013-08-06T05:00:00Z,11988,1537,8253,1334,23953,4122,11988
2013-08-06T06:00:00Z,12545,1623,8789,1414,25342,4279,12545
2013-08-06T07:00:00Z,13418,1787,9580,1500,27236,4607,13418
2013-08-06T08:00:00Z,14056,1890,10060,1562,29547,4824,14056
2013-08-06T09:00:00Z,14614,1985,10379,1655,31364,5089,14614
2013-08-06T10:00:00Z,15286,2083,10741,1747,32878,5274,15286
2013-08-06T11:00:00Z,16020,2190,11184,1824,34333,5564,16020
2013-08-06T12:00:00Z,16799,2280,11373,1898,35277,5696,16799
2013-08-06T13:00:00Z,17455,2388,11552,1980,35874,5811,17455
2013-08-06T14:00:00Z,18074,2457,11673,2019,36286,6010,18074
2013-08-06T15:00:00Z,18354,2500,11747,2095,36408,6164,18354
2013-08-06T16:00:00Z,18606,2491,11871,2117,36371,6245,18606
2013-08-06T17:00:00Z,18685,2499,12020,2145,36379,6332,18685
2013-08-06T18:00:00Z,18574,2499,12098,2151,36124,6384,18574
2013-08-06T19:00:00Z,18279,2480,11947,2116,35200,6302,18279
2013-08-06T20:00:00Z,17860,2428,11711,2058,34478,6213,17860
2013-08-06T21:00:00Z,17663,2393,11918,2025,35007,6124,17663
2013-08-06T22:00:00Z,17514,2405,11570,1947,34112,6027,17514
2013-08-06T23:00:00Z,16426,2235,10677,1855,31783,5559,16426
2013-08-07T00:00:00Z,15020,2045,9792,1674,29260,5077,15020
2013-08-07T01:00:00Z,13941,1884,8982,1531,27058,4753,13941
2013-08-07T02:00:00Z,13202,1764,8525,1460,25696,4481,13202
2013-08-07T03:00:00Z,12775,1692,8325,1417,24889,4329,12775
2013-08-07T04:00:00Z,12497,1648,8189,1387,24602,4223,12497
2013-08-07T05:00:00Z,12504,1667,8294,1382,25022,4301,12504
2013-08-07T06:00:00Z,12982,1758,8841,1474,26516,4490,12982
2013-08-07T07:00:00Z,13970,1949,9678,1538,28885,4792,13970
2013-08-07T08:00:00Z,14574,2072,10370,1631,31152,5100,14574
2013-08-07T09:00:00Z,15380,2187,10879,1724,32888,5338,15380
2013-08-07T10:00:00Z,16061,2320,11539,1836,34228,5593,16061
2013-08-07T11:00:00Z,16842,2453,12232,1945,35416,5973,16842
2013-08-07T12:00:00Z,17632,2558,13119,1985,36303,6052,17632
2013-08-07T13:00:00Z,18391,2678,13716,2072,36943,6351,18391
2013-08-07T14:00:00Z,18887,2712,14213,2181,37762,6539,18887
2013-08-07T15:00:00Z,19197,2744,14735,2270,38213,6666,19197
2013-08-07T16:00:00Z,19159,2764,15120,2335,38529,6757,19159
2013-08-07T17:00:00Z,19239,2799,15501,2323,38845,6774,19239
2013-08-07T18:00:00Z,19101,2808,15513,2246,38825,6717,19101
2013-08-07T19:00:00Z,18747,2770,14864,2126,37991,6523,18747
2013-08-07T20:00:00Z,18264,2691,14376,2058,37598,6334,18264
2013-08-07T21:00:00Z,18258,2662,14290,2030,37951,6276,18258
2013-08-07T22:00:00Z,18111,2655,13590,2002,36873,6080,18111
2013-08-07T23:00:00Z,16921,2479,12423,1861,34344,5688,16921
2013-08-08T00:00:00Z,15594,2256,11262,1745,31609,5250,15594
2013-08-08T01:00:00Z,14490,2098,10371,1630,29321,4819,14490
2013-08-08T02:00:00Z,13857,1966,9694,1553,27684,4601,13857
2013-08-08T03:00:00Z,13250,1868,9309,1516,26655,4474,13250
2013-08-08T04:00:00Z,13010,1814,9087,1499,26236,4353,13010
2013-08-08T05:00:00Z,13018,1808,9219,1487,26538,4372,13018
2013-08-08T06:00:00Z,13647,1879,9736,1555,28167,4553,13647
2013-08-08T07:00:00Z,14626,2061,10420,1667,30571,4877,14626
2013-08-08T08:00:00Z,15356,2189,11204,1747,33056,5197,15356
2013-08-08T09:00:00Z,16089,2300,12027,1842,35224,5501,16089
2013-08-08T10:00:00Z,16742,2396,12963,1985,37172,5784,16742
2013-08-08T11:00:00Z,17490,2514,13922,2093,39193,6104,17490
2013-08-08T12:00:00Z,18095,2617,14660,2182,41059,6367,18095
2013-08-08T13:00:00Z,18548,2705,15073,2277,42644,6640,18548
2013-08-08T14:00:00Z,19040,2781,15423,2369,44284,6870,19040
2013-08-08T15:00:00Z,18980,2793,15650,2470,44963,6996,18980
2013-08-08T16:00:00Z,18811,2770,15757,2538,45241,7050,18811
2013-08-08T17:00:00Z,18862,2725,15695,2556,45416,7065,18862
2013-08-08T18:00:00Z,18563,2691,15489,2553,44813,6962,18563
2013-08-08T19:00:00Z,18143,2582,15228,2485,43264,6823,18143
2013-08-08T20:00:00Z,17798,2503,14782,2404,42038,6641,17798
2013-08-08T21:00:00Z,17639,2453,14751,2375,42026,6615,17639
2013-08-08T22:00:00Z,17606,2451,14051,2279,40640,6465,17606
2013-08-08T23:00:00Z,16566,2296,12954,2131,37674,5974,16566
2013-08-09T00:00:00Z,15390,2122,11818,1962,34691,5545,15390
2013-08-09T01:00:00Z,14328,1972,10912,1835,32217,5240,14328
2013-08-09T02:00:00Z,13547,1855,10333,1730,30488,4922,13547
2013-08-09T03:00:00Z,13159,1772,9923,1705,29371,4749,13159
2013-08-09T04:00:00Z,12905,1724,9719,1683,28882,4669,12905
2013-08-09T05:00:00Z,13000,1734,9840,1697,29223,4697,13000
2013-08-09T06:00:00Z,13569,1819,10348,1757,30879,4890,13569
2013-08-09T07:00:00Z,14455,1999,10961,1857,33292,5213,14455
2013-08-09T08:00:00Z,15138,2107,11743,1935,35641,5559,15138
2013-08-09T09:00:00Z,15728,2175,12721,2029,37904,5860,15728
2013-08-09T10:00:00Z,16332,2239,13898,2109,40246,6096,16332
2013-08-09T11:00:00Z,17092,2279,15011,2179,42546,6403,17092
2013-08-09T12:00:00Z,17572,2303,15869,2231,44394,6542,17572
2013-08-09T13:00:00Z,17977,2370,16462,2212,45743,6621,17977
2013-08-09T14:00:00Z,18403,2458,16774,2242,46696,6772,18403
2013-08-09T15:00:00Z,18667,2500,17071,2223,47151,6799,18667
2013-08-09T16:00:00Z,18895,2518,17235,2183,47296,6743,18895
2013-08-09T17:00:00Z,19078,2545,17507,2203,46928,6729,19078
2013-08-09T18:00:00Z,18892,2558,17485,2187,46277,6728,18892
2013-08-09T19:00:00Z,18310,2518,17018,2123,45009,6650,18310
2013-08-09T20:00:00Z,17628,2402,16166,2032,43336,6453,17628
2013-08-09T21:00:00Z,17227,2335,15776,1979,42772,6367,17227
2013-08-09T22:00:00Z,16902,2325,15139,1913,41391,6200,16902
2013-08-09T23:00:00Z,15796,2175,14068,1795,38630,5708,15796
2013-08-10T00:00:00Z,14647,1986,12837,1675,35534,5322,14647
2013-08-10T01:00:00Z,13505,1813,11859,1524,32753,4907,13505
2013-08-10T02:00:00Z,12736,1683,11158,1452,30674,4623,12736
2013-08-10T03:00:00Z,12406,1607,10634,1391,29227,4428,12406
2013-08-10T04:00:00Z,12072,1546,10275,1341,28142,4314,12072
2013-08-10T05:00:00Z,12002,1532,10032,1354,27554,4197,12002
2013-08-10T06:00:00Z,12087,1556,10060,1378,27571,4218,12087
2013-08-10T07:00:00Z,12267,1611,10111,1405,27696,4301,12267
2013-08-10T08:00:00Z,12451,1667,10614,1449,29131,4454,12451
2013-08-10T09:00:00Z,13360,1794,11612,1555,31512,4801,13360
2013-08-10T10:00:00Z,14280,1916,12595,1660,33520,5107,14280
2013-08-10T11:00:00Z,15348,2039,13315,1777,35198,5369,15348
2013-08-10T12:00:00Z,16096,2141,13828,1861,36413,5567,16096
2013-08-10T13:00:00Z,16721,2235,14176,1933,37176,5761,16721
2013-08-10T14:00:00Z,17084,2312,14185,2009,37673,5910,17084
2013-08-10T15:00:00Z,17453,2372,14240,2030,38251,6026,17453
2013-08-10T16:00:00Z,17592,2436,14353,2068,39005,6179,17592
2013-08-10T17:00:00Z,17754,2489,14184,2049,39942,6290,17754
2013-08-10T18:00:00Z,17642,2502,14072,2057,40322,6372,17642
2013-08-10T19:00:00Z,17361,2477,13736,2029,39520,6244,17361
2013-08-10T20:00:00Z,16711,2399,13205,1958,37800,6046,16711
2013-08-10T21:00:00Z,16438,2308,13045,1922,37316,5966,16438
2013-08-10T22:00:00Z,16099,2274,12510,1888,36149,5811,16099
2013-08-10T23:00:00Z,15054,2116,11714,1811,33711,5390,15054
2013-08-11T00:00:00Z,13901,1928,10791,1699,30983,4944,13901
2013-08-11T01:00:00Z,13020,1750,10128,1565,28504,4541,13020
2013-08-11T02:00:00Z,12230,1633,9537,1493,26578,4247,12230
2013-08-11T03:00:00Z,11803,1550,9157,1430,25331,4095,11803
2013-08-11T04:00:00Z,11463,1487,8846,1381,24456,3961,11463
2013-08-11T05:00:00Z,11356,1460,8675,1349,23992,3861,11356
2013-08-11T06:00:00Z,11260,1447,8669,1335,23891,3894,11260
2013-08-11T07:00:00Z,11433,1460,8825,1336,23852,3918,11433
2013-08-11T08:00:00Z,11545,1475,9245,1358,24909,4046,11545
2013-08-11T09:00:00Z,12533,1625,10071,1424,26928,4416,12533
2013-08-11T10:00:00Z,13438,1802,10950,1526,29232,4832,13438
2013-08-11T11:00:00Z,14219,1958,11851,1617,31082,5208,14219
2013-08-11T12:00:00Z,15018,2102,12302,1712,32998,5538,15018
2013-08-11T13:00:00Z,15819,2210,12971,1791,34397,5860,15819
2013-08-11T14:00:00Z,16396,2310,13560,1903,35732,6077,16396
2013-08-11T15:00:00Z,16861,2390,14005,1976,36942,6283,16861
2013-08-11T16:00:00Z,17191,2438,14430,2050,38056,6377,17191
2013-08-11T17:00:00Z,17571,2494,14766,2107,39099,6575,17571
2013-08-11T18:00:00Z,17581,2516,14841,2104,39749,6618,17581
2013-08-11T19:00:00Z,17442,2495,14354,2029,39290,6518,17442
2013-08-11T20:00:00Z,16983,2408,13866,1996,38163,6277,16983
2013-08-11T21:00:00Z,16706,2318,13761,2006,38265,6283,16706
2013-08-11T22:00:00Z,16496,2296,13149,1997,37127,6082,16496
2013-08-11T23:00:00Z,15433,2136,12263,1913,34604,5587,15433
2013-08-12T00:00:00Z,14307,1958,11165,1790,31721,5195,14307
2013-08-12T01:00:00Z,13443,1804,10125,1683,29447,4821,13443
2013-08-12T02:00:00Z,12795,1700,9557,1569,27872,4585,12795
2013-08-12T03:00:00Z,12382,1620,9169,1551,26871,4402,12382
2013-08-12T04:00:00Z,12184,1589,9048,1509,26402,4299,12184
2013-08-12T05:00:00Z,12204,1601,9148,1517,26774,4372,12204
2013-08-12T06:00:00Z,12770,1692,9703,1571,28381,4542,12770
2013-08-12T07:00:00Z,13912,1854,10418,1659,30672,4851,13912
2013-08-12T08:00:00Z,14531,1972,11130,1750,33081,5119,14531
2013-08-12T09:00:00Z,15440,2106,12010,1866,35319,5522,15440
2013-08-12T10:00:00Z,16179,2265,13070,1942,37484,5817,16179
2013-08-12T11:00:00Z,17362,2430,14140,2094,39319,6221,17362
2013-08-12T12:00:00Z,18200,2556,15047,2180,40862,6529,18200
2013-08-12T13:00:00Z,19045,2689,15670,2249,42034,6808,19045
2013-08-12T14:00:00Z,19699,2789,16202,2351,43174,7008,19699
2013-08-12T15:00:00Z,20104,2870,16574,2388,44190,7174,20104
2013-08-12T16:00:00Z,20179,2878,16769,2424,45144,7291,20179
2013-08-12T17:00:00Z,20129,2913,16867,2451,45904,7317,20129
2013-08-12T18:00:00Z,19921,2847,16773,2445,46044,7317,19921
2013-08-12T19:00:00Z,19421,2755,16223,2398,44825,7227,19421
2013-08-12T20:00:00Z,18889,2667,15669,2321,42985,6915,18889
2013-08-12T21:00:00Z,18656,2631,15373,2293,42567,6839,18656
2013-08-12T22:00:00Z,18391,2593,14540,2241,40735,6659,18391
2013-08-12T23:00:00Z,17058,2401,13312,2059,37213,6020,17058
2013-08-13T00:00:00Z,15669,2184,12112,1885,33932,5489,15669
2013-08-13T01:00:00Z,14407,2008,11118,1760,31116,5158,14407
2013-08-13T02:00:00Z,13632,1882,10416,1672,29342,4951,13632
2013-08-13T03:00:00Z,13200,1788,10013,1606,28352,4744,13200
2013-08-13T04:00:00Z,12819,1725,9863,1592,27869,4668,12819
2013-08-13T05:00:00Z,12808,1724,9992,1596,28296,4631,12808
2013-08-13T06:00:00Z,13280,1794,10610,1656,30036,4837,13280
2013-08-13T07:00:00Z,14343,1978,11342,1767,32691,5110,14343
2013-08-13T08:00:00Z,14946,2067,11844,1822,34745,5306,14946
2013-08-13T09:00:00Z,15551,2141,12438,1882,36187,5516,15551
2013-08-13T10:00:00Z,15999,2209,12974,1996,37151,5732,15999
2013-08-13T11:00:00Z,16446,2312,13588,2060,38086,5993,16446
2013-08-13T12:00:00Z,16968,2370,14132,2125,38819,6320,16968
2013-08-13T13:00:00Z,17442,2468,14598,2181,39488,6433,17442
2013-08-13T14:00:00Z,17815,2507,15259,2214,40515,6615,17815
2013-08-13T15:00:00Z,17910,2529,15916,2216,41548,6782,17910
2013-08-13T16:00:00Z,17818,2495,16449,2222,42556,6918,17818
2013-08-13T17:00:00Z,17724,2479,16549,2233,43756,6987,17724
2013-08-13T18:00:00Z,17514,2417,16437,2174,44021,6800,17514
2013-08-13T19:00:00Z,16954,2306,15793,2036,42653,6621,16954
2013-08-13T20:00:00Z,16423,2186,15154,1911,41163,6282,16423
2013-08-13T21:00:00Z,16184,2111,14840,1876,41033,6227,16184
2013-08-13T22:00:00Z,15961,2094,13897,1815,39105,6064,15961
2013-08-13T23:00:00Z,14805,1928,12639,1666,35872,5507,14805
2013-08-14T00:00:00Z,13395,1750,11468,1534,32551,5100,13395
2013-08-14T01:00:00Z,12551,1634,10494,1430,29721,4664,12551
2013-08-14T02:00:00Z,11969,1533,9761,1362,27552,4365,11969
2013-08-14T03:00:00Z,11634,1463,9187,1338,26085,4210,11634
2013-08-14T04:00:00Z,11429,1437,8871,1327,25171,4127,11429
2013-08-14T05:00:00Z,11478,1447,8806,1312,24922,4142,11478
2013-08-14T06:00:00Z,11980,1534,9186,1375,25862,4291,11980
2013-08-14T07:00:00Z,12872,1684,9682,1457,27426,4529,12872
2013-08-14T08:00:00Z,13374,1775,10132,1530,29299,4687,13374
2013-08-14T09:00:00Z,13959,1856,10497,1598,30812,4864,13959
2013-08-14T10:00:00Z,14293,1926,10898,1661,31846,5041,14293
2013-08-14T11:00:00Z,14838,1978,11260,1702,32655,5210,14838
2013-08-14T12:00:00Z,15015,2015,11518,1718,33363,5340,15015
2013-08-14T13:00:00Z,15186,2038,11665,1731,33849,5380,15186
2013-08-14T14:00:00Z,15397,2067,11911,1736,34327,5476,15397
2013-08-14T15:00:00Z,15415,2060,12172,1731,34707,5462,15415
2013-08-14T16:00:00Z,15404,2008,12357,1739,34870,5490,15404
2013-08-14T17:00:00Z,15367,2022,12441,1785,35182,5501,15367
2013-08-14T18:00:00Z,15343,2020,12428,1754,35180,5532,15343
2013-08-14T19:00:00Z,15252,1983,11964,1734,34270,5455,15252
2013-08-14T20:00:00Z,14962,1938,11451,1676,33103,5390,14962
2013-08-14T21:00:00Z,14950,1927,11446,1705,33294,5436,14950
2013-08-14T22:00:00Z,15024,1955,10940,1673,32241,5426,15024
2013-08-14T23:00:00Z,13996,1816,9924,1573,29596,4920,13996
2013-08-15T00:00:00Z,12840,1662,8931,1434,26861,4505,12840
2013-08-15T01:00:00Z,11958,1564,8154,1370,24807,4199,11958
2013-08-15T02:00:00Z,11457,1480,7736,1326,23497,4079,11457
2013-08-15T03:00:00Z,11245,1429,7535,1292,22675,3979,11245
2013-08-15T04:00:00Z,11112,1405,7435,1284,22313,3944,11112
2013-08-15T05:00:00Z,11223,1426,7544,1287,22556,3997,11223
2013-08-15T06:00:00Z,11815,1518,8001,1345,23908,4204,11815
2013-08-15T07:00:00Z,12826,1666,8609,1423,25759,4508,12826
2013-08-15T08:00:00Z,13315,1754,9113,1491,27781,4702,13315
2013-08-15T09:00:00Z,13843,1841,9584,1573,29462,4870,13843
2013-08-15T10:00:00Z,14258,1918,10001,1663,30830,5118,14258
2013-08-15T11:00:00Z,14744,1986,10420,1706,32024,5275,14744
2013-08-15T12:00:00Z,15051,2009,10778,1764,32817,5383,15051
2013-08-15T13:00:00Z,15250,2037,11089,1791,33393,5478,15250
2013-08-15T14:00:00Z,15582,2069,11263,1819,34112,5526,15582
2013-08-15T15:00:00Z,15627,2085,11315,1822,34668,5575,15627
2013-08-15T16:00:00Z,15742,2086,11596,1822,35250,5655,15742
2013-08-15T17:00:00Z,15747,2079,12029,1861,35757,5747,15747
2013-08-15T18:00:00Z,15744,2075,12085,1859,35967,5786,15744
2013-08-15T19:00:00Z,15607,2028,11748,1822,35061,5770,15607
2013-08-15T20:00:00Z,15166,1981,11323,1781,33884,5601,15166
2013-08-15T21:00:00Z,15219,1990,11322,1757,33998,5584,15219
2013-08-15T22:00:00Z,15192,2009,10781,1726,32699,5510,15192
2013-08-15T23:00:00Z,14171,1865,9879,1612,30036,5054,14171
2013-08-16T00:00:00Z,13042,1712,8893,1502,27313,4619,13042
2013-08-16T01:00:00Z,12188,1591,8238,1409,25151,4286,12188
2013-08-16T02:00:00Z,11663,1517,7769,1349,23733,4133,11663
2013-08-16T03:00:00Z,11220,1456,7485,1301,22929,3977,11220
2013-08-16T04:00:00Z,11083,1425,7397,1292,22465,3966,11083
2013-08-16T05:00:00Z,11302,1446,7503,1312,22716,4012,11302
2013-08-16T06:00:00Z,11859,1534,7954,1372,23958,4139,11859
2013-08-16T07:00:00Z,12732,1695,8539,1461,25661,4457,12732
2013-08-16T08:00:00Z,13192,1772,9022,1521,27766,4612,13192
2013-08-16T09:00:00Z,13714,1858,9624,1612,29803,4831,13714
2013-08-16T10:00:00Z,14262,1948,10287,1705,31400,5059,14262
2013-08-16T11:00:00Z,14926,2027,10837,1754,32830,5324,14926
2013-08-16T12:00:00Z,15239,2083,11232,1809,33707,5431,15239
2013-08-16T13:00:00Z,15617,2119,11500,1872,34479,5546,15617
2013-08-16T14:00:00Z,15945,2144,11742,1902,35225,5759,15945
2013-08-16T15:00:00Z,16184,2152,11813,1925,35687,5860,16184
2013-08-16T16:00:00Z,16263,2139,11744,1969,36079,5875,16263
2013-08-16T17:00:00Z,16244,2142,11675,1971,36223,5960,16244
2013-08-16T18:00:00Z,16113,2102,11544,1936,36115,5929,16113
2013-08-16T19:00:00Z,15890,2052,11181,1876,34903,5850,15890
2013-08-16T20:00:00Z,15333,1992,10858,1804,33612,5696,15333
2013-08-16T21:00:00Z,15055,1965,10979,1777,33644,5590,15055
2013-08-16T22:00:00Z,15017,1960,10565,1711,32412,5418,15017
2013-08-16T23:00:00Z,14044,1838,9855,1605,29968,5032,14044
2013-08-17T00:00:00Z,12931,1685,8979,1485,27437,4578,12931
2013-08-17T01:00:00Z,11892,1551,8335,1410,25269,4257,11892
2013-08-17T02:00:00Z,11385,1436,7864,1341,23787,3984,11385
2013-08-17T03:00:00Z,11037,1382,7512,1305,22848,3887,11037
2013-08-17T04:00:00Z,10724,1337,7390,1283,22226,3798,10724
2013-08-17T05:00:00Z,10758,1339,7421,1266,22049,3781,10758
2013-08-17T06:00:00Z,10914,1371,7553,1282,22364,3888,10914
2013-08-17T07:00:00Z,11188,1422,7790,1298,22682,3965,11188
2013-08-17T08:00:00Z,11398,1461,8156,1330,23909,4060,11398
2013-08-17T09:00:00Z,12114,1554,8928,1408,25870,4328,12114
2013-08-17T10:00:00Z,12774,1656,9582,1518,27852,4616,12774
2013-08-17T11:00:00Z,13327,1744,10157,1597,29512,4874,13327
2013-08-17T12:00:00Z,13729,1804,10574,1656,30727,5029,13729
2013-08-17T13:00:00Z,14099,1853,10829,1706,31568,5155,14099
2013-08-17T14:00:00Z,14429,1886,10948,1742,32208,5239,14429
2013-08-17T15:00:00Z,14670,1925,10967,1779,32678,5294,14670
2013-08-17T16:00:00Z,14840,1965,11140,1793,33246,5417,14840
2013-08-17T17:00:00Z,14959,2016,11230,1794,33713,5356,14959
2013-08-17T18:00:00Z,14948,2049,11173,1778,33845,5353,14948
2013-08-17T19:00:00Z,14698,2028,10999,1733,33192,5231,14698
2013-08-17T20:00:00Z,14442,1967,10926,1691,32263,5112,14442
2013-08-17T21:00:00Z,14368,1931,11140,1714,32645,5216,14368
2013-08-17T22:00:00Z,14254,1915,10804,1682,31699,5131,14254
2013-08-17T23:00:00Z,13449,1797,10203,1604,29725,4838,13449
2013-08-18T00:00:00Z,12396,1647,9447,1492,27560,4454,12396
2013-08-18T01:00:00Z,11531,1514,8878,1415,25556,4157,11531
2013-08-18T02:00:00Z,10944,1430,8343,1364,24111,3902,10944
2013-08-18T03:00:00Z,10599,1356,8094,1311,23176,3758,10599
2013-08-18T04:00:00Z,10395,1327,7900,1286,22684,3712,10395
2013-08-18T05:00:00Z,10274,1307,7811,1293,22440,3740,10274
2013-08-18T06:00:00Z,10339,1305,7841,1291,22621,3777,10339
2013-08-18T07:00:00Z,10493,1331,7963,1294,22965,3828,10493
2013-08-18T08:00:00Z,10652,1343,8283,1312,23600,3950,10652
2013-08-18T09:00:00Z,11305,1459,8963,1369,25227,4184,11305
2013-08-18T10:00:00Z,12046,1582,9605,1429,26846,4447,12046
2013-08-18T11:00:00Z,12634,1697,10026,1505,28089,4658,12634
2013-08-18T12:00:00Z,13203,1797,10330,1562,29077,4766,13203
2013-08-18T13:00:00Z,13600,1875,10536,1611,29619,4861,13600
2013-08-18T14:00:00Z,13898,1945,10691,1641,29905,4925,13898
2013-08-18T15:00:00Z,14157,2002,10792,1669,30040,4933,14157
2013-08-18T16:00:00Z,14357,2056,10829,1681,30158,4986,14357
2013-08-18T17:00:00Z,14529,2108,10953,1672,30427,5019,14529
2013-08-18T18:00:00Z,14804,2144,10949,1694,30689,5085,14804
2013-08-18T19:00:00Z,14769,2147,10856,1679,30621,5112,14769
2013-08-18T20:00:00Z,14652,2098,10845,1685,30787,5147,14652
2013-08-18T21:00:00Z,14867,2092,11038,1730,31805,5272,14867
2013-08-18T22:00:00Z,14810,2103,10506,1714,30897,5183,14810
2013-08-18T23:00:00Z,13869,1968,9691,1623,28979,4889,13869
2013-08-19T00:00:00Z,12832,1828,8923,1514,26813,4535,12832
2013-08-19T01:00:00Z,12277,1691,8265,1429,24863,4244,12277
2013-08-19T02:00:00Z,11755,1604,7850,1390,23598,4079,11755
2013-08-19T03:00:00Z,11519,1538,7607,1354,22904,4025,11519
2013-08-19T04:00:00Z,11487,1503,7513,1350,22663,3982,11487
2013-08-19T05:00:00Z,11710,1519,7653,1371,23134,4063,11710
2013-08-19T06:00:00Z,12461,1622,8243,1465,24678,4294,12461
2013-08-19T07:00:00Z,13581,1797,9042,1574,26996,4731,13581
2013-08-19T08:00:00Z,14295,1910,9630,1664,29050,4961,14295
2013-08-19T09:00:00Z,14897,2001,10103,1742,30808,5155,14897
2013-08-19T10:00:00Z,15398,2148,10472,1795,32358,5392,15398
2013-08-19T11:00:00Z,16071,2272,10853,1856,33673,5560,16071
2013-08-19T12:00:00Z,16500,2372,11026,1913,34792,5633,16500
2013-08-19T13:00:00Z,17196,2467,11207,1939,35507,5737,17196
2013-08-19T14:00:00Z,17767,2554,11377,1989,36050,5909,17767
2013-08-19T15:00:00Z,18019,2613,11354,2038,36246,6053,18019
2013-08-19T16:00:00Z,18312,2650,11406,2079,36439,6207,18312
2013-08-19T17:00:00Z,18494,2678,11514,2124,36690,6274,18494
2013-08-19T18:00:00Z,18480,2694,11627,2134,36709,6392,18480
2013-08-19T19:00:00Z,18191,2647,11684,2081,36015,6341,18191
2013-08-19T20:00:00Z,17648,2559,11572,2021,35505,6227,17648
2013-08-19T21:00:00Z,17677,2508,11784,1987,36233,6222,17677
2013-08-19T22:00:00Z,17205,2435,11337,1915,34888,5995,17205
2013-08-19T23:00:00Z,15791,2224,10400,1781,32082,5515,15791
2013-08-20T00:00:00Z,14329,2009,9472,1616,29177,5013,14329
2013-08-20T01:00:00Z,13183,1834,8764,1491,26927,4609,13183
2013-08-20T02:00:00Z,12449,1694,8241,1397,25451,4369,12449
2013-08-20T03:00:00Z,12165,1606,7947,1349,24604,4282,12165
2013-08-20T04:00:00Z,11980,1562,7887,1338,24178,4191,11980
2013-08-20T05:00:00Z,12037,1564,7947,1343,24430,4253,12037
2013-08-20T06:00:00Z,12750,1656,8444,1390,25890,4468,12750
2013-08-20T07:00:00Z,13769,1845,9253,1484,28174,4816,13769
2013-08-20T08:00:00Z,14307,1942,9913,1565,30382,4973,14307
2013-08-20T09:00:00Z,14895,2038,10450,1661,32671,5244,14895
2013-08-20T10:00:00Z,15629,2163,11253,1785,34787,5545,15629
2013-08-20T11:00:00Z,16543,2314,12123,1904,37202,5873,16543
2013-08-20T12:00:00Z,17387,2442,12845,1988,39403,6167,17387
2013-08-20T13:00:00Z,18220,2559,13332,2052,41108,6375,18220
2013-08-20T14:00:00Z,18847,2654,13882,2145,42813,6571,18847
2013-08-20T15:00:00Z,19303,2726,14225,2216,44034,6751,19303
2013-08-20T16:00:00Z,19574,2756,14636,2232,44974,6928,19574
2013-08-20T17:00:00Z,19758,2792,14846,2250,45684,7032,19758
2013-08-20T18:00:00Z,19795,2789,14960,2237,45816,7063,19795
2013-08-20T19:00:00Z,19450,2751,14541,2185,44355,6929,19450
2013-08-20T20:00:00Z,18800,2638,14000,2104,42734,6669,18800
2013-08-20T21:00:00Z,18621,2598,13919,2093,42422,6645,18621
2013-08-20T22:00:00Z,18115,2525,13089,2012,40183,6325,18115
2013-08-20T23:00:00Z,16697,2299,11941,1853,36673,5756,16697
